timestamps,p99_client_latency_ms/checkoutservice,p99_client_latency_ms/frontend,p99_client_latency_ms/recommendationservice,p95_lg_request_duration_ms/addToCart,p95_lg_request_duration_ms/browseProduct,p95_lg_request_duration_ms/checkout,p95_lg_request_duration_ms/index,p95_lg_request_duration_ms/setCurrency,p95_lg_request_duration_ms/viewCart,client_write_bytes/cartservice,client_write_bytes/checkoutservice,client_write_bytes/frontend,client_write_bytes/recommendationservice,p95_server_latency_ms/adservice,p95_server_latency_ms/cartservice,p95_server_latency_ms/checkoutservice,p95_server_latency_ms/currencyservice,p95_server_latency_ms/emailservice,p95_server_latency_ms/frontend,p95_server_latency_ms/paymentservice,p95_server_latency_ms/productcatalogservice,p95_server_latency_ms/recommendationservice,p95_server_latency_ms/shippingservice,lg_bytes_sent/addToCart,lg_bytes_sent/browseProduct,lg_bytes_sent/checkout,lg_bytes_sent/index,lg_bytes_sent/setCurrency,lg_bytes_sent/viewCart,p99_server_latency_ms/adservice,p99_server_latency_ms/cartservice,p99_server_latency_ms/checkoutservice,p99_server_latency_ms/currencyservice,p99_server_latency_ms/emailservice,p99_server_latency_ms/frontend,p99_server_latency_ms/paymentservice,p99_server_latency_ms/productcatalogservice,p99_server_latency_ms/recommendationservice,p99_server_latency_ms/shippingservice,p95_client_latency_ms/checkoutservice,p95_client_latency_ms/frontend,p95_client_latency_ms/recommendationservice,server_write_bytes/adservice,server_write_bytes/cartservice,server_write_bytes/checkoutservice,server_write_bytes/currencyservice,server_write_bytes/emailservice,server_write_bytes/frontend,server_write_bytes/paymentservice,server_write_bytes/productcatalogservice,server_write_bytes/recommendationservice,server_write_bytes/redis-cart,server_write_bytes/shippingservice,memory_usage_ratio/adservice,memory_usage_ratio/cartservice,memory_usage_ratio/checkoutservice,memory_usage_ratio/currencyservice,memory_usage_ratio/emailservice,memory_usage_ratio/frontend,memory_usage_ratio/paymentservice,memory_usage_ratio/productcatalogservice,memory_usage_ratio/recommendationservice,memory_usage_ratio/redis-cart,memory_usage_ratio/shippingservice,lg_iteration_rate/addToCart,lg_iteration_rate/browseProduct,lg_iteration_rate/checkout,lg_iteration_rate/index,lg_iteration_rate/setCurrency,lg_iteration_rate/viewCart,cpu_usage_ratio/adservice,cpu_usage_ratio/cartservice,cpu_usage_ratio/checkoutservice,cpu_usage_ratio/currencyservice,cpu_usage_ratio/emailservice,cpu_usage_ratio/frontend,cpu_usage_ratio/paymentservice,cpu_usage_ratio/productcatalogservice,cpu_usage_ratio/recommendationservice,cpu_usage_ratio/redis-cart,cpu_usage_ratio/shippingservice,server_read_bytes/adservice,server_read_bytes/cartservice,server_read_bytes/checkoutservice,server_read_bytes/currencyservice,server_read_bytes/emailservice,server_read_bytes/frontend,server_read_bytes/paymentservice,server_read_bytes/productcatalogservice,server_read_bytes/recommendationservice,server_read_bytes/redis-cart,server_read_bytes/shippingservice,avg_server_latency_ms/adservice,avg_server_latency_ms/cartservice,avg_server_latency_ms/checkoutservice,avg_server_latency_ms/currencyservice,avg_server_latency_ms/emailservice,avg_server_latency_ms/frontend,avg_server_latency_ms/paymentservice,avg_server_latency_ms/productcatalogservice,avg_server_latency_ms/recommendationservice,avg_server_latency_ms/shippingservice,avg_lg_request_duration_ms/addToCart,avg_lg_request_duration_ms/browseProduct,avg_lg_request_duration_ms/checkout,avg_lg_request_duration_ms/index,avg_lg_request_duration_ms/setCurrency,avg_lg_request_duration_ms/viewCart,p99_lg_request_duration_ms/addToCart,p99_lg_request_duration_ms/browseProduct,p99_lg_request_duration_ms/checkout,p99_lg_request_duration_ms/index,p99_lg_request_duration_ms/setCurrency,p99_lg_request_duration_ms/viewCart,avg_client_latency_ms/checkoutservice,avg_client_latency_ms/frontend,avg_client_latency_ms/recommendationservice,lg_bytes_received/addToCart,lg_bytes_received/browseProduct,lg_bytes_received/checkout,lg_bytes_received/index,lg_bytes_received/setCurrency,lg_bytes_received/viewCart,client_read_bytes/cartservice,client_read_bytes/checkoutservice,client_read_bytes/frontend,client_read_bytes/recommendationservice
1702344343,254.6950555555544,680.3774349886576,3.5826315789473755,499.9401685,417.7080067,1007.3055368999999,1234.9198702,1318.7753745000002,391.833175,2795.1666666666665,1257.5904761904762,15661.842857142854,1000.9904761904761,1.941717939437809,6.40689393939394,288.9800000000001,258.1350267379676,4.631792717086835,0,3.4145161290322563,1.9607374740587014,13.310680728667304,1.918236352729454,704.6979144026296,742.6200335863607,666.178170561714,66.79370160509761,531.3643322637863,202.84376054132198,2.716807817589579,11.606025641025647,458.91599999999926,373.44518716577545,6.804999999999986,0,4.437999999999995,3.1246405228758274,24.37631578947362,2.642608695652175,115.88468400951524,438.94822502236343,2.549604743083006,1745.7523809523807,1131.7095238095237,291.48571428571427,6463.114285714285,105.39047619047618,185317.7238095238,124.33809523809522,52360.70952380952,2098.633333333333,736.4047619047618,644.895238095238,0.34171875,0.372039794921875,0.088958740234375,0.259674072265625,0.3194580078125,0.1697998046875,0.213470458984375,0.073638916015625,0.12147569444444445,0.08990478515625,0.06744384765625,1.1437885724827264,6.037561248669599,0.5931483185935145,0.6361304914771201,1.0480558821770931,1.8609519315717615,0.019023042220105264,0.11382001994313626,0.03776629063933959,0.8479520534049589,0.016637754749226994,0.546095228897045,0.09443642864449564,0.1773476991385317,0.20109602422797065,0.061053254879984975,0.016515271320544894,999.6285714285714,2297.695238095238,293.29523809523806,4991.952380952381,348.56666666666666,4478.17619047619,135.1095238095238,11332.047619047618,2100.3761904761905,2973.8666666666663,871.5809523809523,0.12384341637010675,3.3948463825569872,92.24912280701754,36.16646062104574,0.6607669616519173,151.6985794901732,0.5729166666666667,0.12057514050069337,4.0730994152046796,0.13223609534619749,285.0666035491177,226.2634534424024,589.5764671724044,739.062290135135,739.4170210685211,222.3420742385321,768.5670031999992,545.5794813999995,1225.2307240799987,1569.4413638800002,1621.6037079800008,489.3805811999997,10.0593336376084,12.249148611662452,0.7803751019298723,28062.610288371234,47850.714316123456,18537.494910177145,6659.174351037802,11130.88236401472,12809.601629052551,693.9095238095238,1050.2285714285715,36810.97619047618,24585.247619047615
1702344358,219.64969059011196,701.4490474720425,3.3827868852459,520.7737391,438.09456,1022.3608803999997,1227.8038689999998,1335.91868385,411.55161955,3642.0380952380947,1499.4571428571428,19984.347619047618,1322.8190476190475,1.9408277337812976,6.282071713147408,306.4750000000005,309.32915057915045,4.619999999999999,0,3.397368421052632,1.9585147257955313,12.981249999999998,1.9149001901140683,893.3012725836807,943.894884195871,841.4018835511381,84.88954150497722,674.8310438043528,257.4712883215421,2.715880129589633,11.412159090909075,471.89500000000186,385.4488416988417,6.576666666666665,0,4.450000000000005,2.948338368580051,20.091041666666662,2.4956521739130446,137.7051804707694,480.2265482635179,2.2834728033472786,2326.354034723479,1460.2619047619046,345.647619047619,8456.171428571428,119.71428571428571,243368.50476190474,140.7238095238095,68236.88095238095,2741.1523809523806,938.242857142857,801.9333333333333,0.34171875,0.371185302734375,0.087646484375,0.259674072265625,0.3194580078125,0.16265869140625,0.2122802734375,0.07208251953125,0.12147569444444445,0.08990478515625,0.071685791015625,1.449902947224829,7.673942147933911,0.7491655929811645,0.8084718238569258,1.3310276998113468,2.3621219112068084,0.02028774268420946,0.12532207698694534,0.043085445545029556,0.8479520534049589,0.016630577583273767,0.5943644508109158,0.10226005172191227,0.2053465649071952,0.20557195879115456,0.06632836084970901,0.018469566315362184,1337.3777392596262,3007.0523809523806,347.5428571428571,6495.97619047619,407.69047619047615,5815.828571428571,158.04761904761904,14694.271428571426,2770.2476190476186,3824.1952380952375,1073.4238095238095,0.08977091102823655,3.007878787878788,110.25602409638554,46.13372840610499,0.5440414507772021,189.25507633022082,0.5359281437125749,0.10400824489568536,4.009904992925005,0.11409090909090906,291.0566202426848,232.63195785714277,595.6808997234456,753.9400333560208,753.2185083061752,227.9046980448027,766.3035885199996,572.345809679998,1299.8143671999999,1512.7239785999993,1572.5729790500002,526.7391426299979,11.739097169089513,14.91901402869145,0.6608427543679343,35572.81787630066,60821.00511977837,23413.416302380516,8463.625899836905,14136.310688622527,16258.449587562802,895.2142857142857,1227.0809523809523,48043.70952380952,32503.20952380952
1702344373,219.64969059011196,701.4490474720425,3.3827868852459,520.8196941499999,442.0397077000001,1029.17694355,1257.5705779999998,1324.5346223000001,411.5418047,3642.0380952380947,1499.4571428571428,19984.347619047618,1322.8190476190475,1.9408277337812976,6.282071713147408,306.4750000000005,309.32915057915045,4.619999999999999,0,3.397368421052632,1.9585147257955313,12.981249999999998,1.9149001901140683,1078.4411560584895,1145.0944500588207,1029.099755243002,102.8309614809088,820.3904950364744,312.17034206922966,2.715880129589633,11.412159090909075,471.89500000000186,385.4488416988417,6.576666666666665,0,4.450000000000005,2.948338368580051,20.091041666666662,2.4956521739130446,137.7051804707694,480.2265482635179,2.2834728033472786,2326.354034723479,1460.2619047619046,345.647619047619,8456.171428571428,119.71428571428571,243368.50476190474,140.7238095238095,68236.88095238095,2741.1523809523806,938.242857142857,801.9333333333333,0.34171875,0.371185302734375,0.087646484375,0.2623291015625,0.3194580078125,0.16265869140625,0.2122802734375,0.07208251953125,0.12147569444444445,0.090545654296875,0.071685791015625,1.750387542511704,9.309710976087974,0.9162862121269101,0.9793424902943695,1.61812720914492,2.8639480923782537,0.02028774268420946,0.12764942704095514,0.043085445545029556,0.866941359255401,0.016564951882185805,0.5943644508109158,0.1040878234435216,0.2053465649071952,0.1892809928782615,0.06278872326036061,0.020227907254513205,1337.3777392596262,3007.0523809523806,347.5428571428571,6495.97619047619,407.69047619047615,5815.828571428571,158.04761904761904,14694.271428571426,2770.2476190476186,3824.1952380952375,1073.4238095238095,0.08977091102823655,3.007878787878788,110.25602409638554,46.13372840610499,0.5440414507772021,189.25507633022082,0.5359281437125749,0.10400824489568536,4.009904992925005,0.11409090909090906,289.6271727530122,232.54165112573762,592.3821701405452,745.282987762931,743.7371838410851,227.13717525036805,779.3472068500005,600.2292376800001,1379.2667101999991,1554.2992593799997,1565.9490086899996,583.7397436800002,11.739097169089513,14.91901402869145,0.6608427543679343,42945.051542998146,73782.23453529652,28637.565922367212,10252.479933245215,17185.088094118975,19711.264104060796,895.2142857142857,1227.0809523809523,48043.70952380952,32503.20952380952
1702344388,218.11569696969693,730.3021318228404,3.336721311475408,517.7915033499999,432.06845914999997,1023.86255195,1266.771536,1265.6552385499997,405.7815543,4480.690476190476,1733.8999999999999,24276.70952380952,1643.4999999999998,1.904290322580645,6.294728434504796,345.5857142857143,331.71921182266004,4.617500000000001,0,3.5440217391304345,1.934121427895402,12.896664167916041,1.915352778872684,1267.9394440672795,1342.1273005505323,1207.6939528523758,119.88101128198666,952.651159246162,366.81380578409374,1.9844709677419354,11.204718614718624,495.8599999999998,391.7822660098522,6.367142857142859,0,4.717499999999998,2.7419109947644125,21.012073170731718,2.4973333333333283,148.62248754754012,535.9269608377381,2.093032786885246,2919.233333333333,1784.4619047619046,398.2285714285714,10439.914285714285,134.16190476190474,300992.90476190473,158.02380952380952,83999.61904761904,3381.895238095238,1144.4380952380952,961.0333333333332,0.3420052083333333,0.371185302734375,0.08721923828125,0.2623291015625,0.3192138671875,0.169189453125,0.2120361328125,0.072906494140625,0.12136284722222222,0.090545654296875,0.070465087890625,2.0579804645973456,10.911604069516521,1.0752973999845779,1.1417239169713014,1.8789963693218186,3.3652642732485667,0.023088901871193727,0.11500879056462093,0.049360457944280234,0.866941359255401,0.01591135899973108,0.652654163865143,0.1215601589970964,0.22707940441060787,0.23712877373971727,0.06767580665047752,0.021984544083247758,1675.6571428571426,3708.642857142857,398.8095238095238,7979.138095238094,466.90952380952376,7135.190476190475,180.8095238095238,18032.414285714283,3437.7523809523805,4677.838095238095,1278.995238095238,0.07363268780591616,2.7887946922226314,124.88888888888889,53.77875261387399,0.5011547344110855,216.36749370729956,0.5447368421052632,0.10181031178844377,3.945024469820555,0.1090496024233245,289.86244989017985,231.99483981505813,595.3471074831878,751.588655446494,747.5043443461564,225.71534579699232,759.9810433600003,584.045770960001,1340.6813827200006,1523.3449196000008,1562.14334499,557.9394201099992,13.104166666666666,16.903954802259886,0.5960965927886206,50493.27015101519,86479.37347046635,33607.521578454354,11952.26600102245,19956.966578173255,23163.422893293442,1097.0761904761903,1397.7761904761903,59236.25714285715,40387.899999999994
1702344403,218.11569696969693,730.3021318228404,3.336721311475408,519.5245657999999,433.80163844999976,1029.7222300999997,1266.1718635999998,1260.5385607499998,399.77700604999984,4480.690476190476,1733.8999999999999,24276.70952380952,1643.4999999999998,1.904290322580645,6.294728434504796,345.5857142857143,331.71921182266004,4.617500000000001,0,3.5440217391304345,1.934121427895402,12.896664167916041,1.915352778872684,1461.927982742961,1542.9853988073053,1385.57098002083,136.85138221591322,1097.2028693730888,421.4126129814983,1.9844709677419354,11.204718614718624,495.8599999999998,391.7822660098522,6.367142857142859,0,4.717499999999998,2.7419109947644125,21.012073170731718,2.4973333333333283,148.62248754754012,535.9269608377381,2.093032786885246,2919.233333333333,1784.4619047619046,398.2285714285714,10439.914285714285,134.16190476190474,300992.90476190473,158.02380952380952,83999.61904761904,3381.895238095238,1144.4380952380952,961.0333333333332,0.3420052083333333,0.371612548828125,0.08721923828125,0.26385498046875,0.3192138671875,0.169189453125,0.2120361328125,0.072906494140625,0.12136284722222222,0.0902099609375,0.070465087890625,2.3728294732061763,12.544596738270775,1.2336658401303082,1.3033464972944115,2.1641082236155595,3.8661707612981493,0.023088901871193727,0.14679311604343084,0.049360457944280234,0.8869904106455208,0.01737109446103422,0.652654163865143,0.1215601589970964,0.2402212999192127,0.23712877373971727,0.06373727255894583,0.022724869086671602,1675.6571428571426,3708.642857142857,398.8095238095238,7979.138095238094,466.90952380952376,7135.190476190475,180.8095238095238,18032.414285714283,3437.7523809523805,4677.838095238095,1278.995238095238,0.07363268780591616,2.7887946922226314,124.88888888888889,53.77875261387399,0.5011547344110855,216.36749370729956,0.5447368421052632,0.10181031178844377,3.945024469820555,0.1090496024233245,289.30813472747764,232.49679132126101,599.0157951529383,756.7191864919092,749.9694968487764,225.95162100108902,765.5049924800004,593.6997852500001,1400.6644498599999,1499.5162902,1557.70376424,556.0399467500002,13.104166666666666,16.903954802259886,0.5960965927886206,58217.58241019528,99423.95510558046,38558.00266258999,13644.368339763658,22985.560516270896,26612.467379890808,1097.0761904761903,1397.7761904761903,59236.25714285715,40387.899999999994
1702344418,222.07146825396828,950.4892841938082,3.310000000000009,520.36683735,432.0166774,1033.9687163,1258.902272,1256.8756720499998,399.3335010499999,5325.704761904762,1974.8999999999999,28587.15714285714,1966.8714285714284,1.9042433446489189,6.171159420289854,375.3481707317072,345.1516773733048,4.551388888888888,0,3.748717948717948,1.933555928804937,13.059882920110194,1.9137542087542085,1646.7192478017587,1743.3640268511408,1562.213076695741,154.43217443569387,1239.9735185672898,475.4682207389158,1.9844220117920315,11.014444444444447,647.8300000000003,394.3408279800143,6.334999999999997,0,5.4219999999999935,2.6813207547169804,22.296809815950954,2.4051612903225736,163.54917696032282,568.8166806242906,1.9945086705202328,3501.9619047619044,2111.028571428571,452.247619047619,12423.147619047619,148.2380952380952,359229.68095238094,174.46046591363645,99830.78095238094,4028.4666666666662,1345.1238095238093,1117.3190476190475,0.3420052083333333,0.371612548828125,0.0894775390625,0.26385498046875,0.3192138671875,0.169189453125,0.2120361328125,0.073089599609375,0.12131944444444444,0.0902099609375,0.068878173828125,2.6727611910471625,14.173691275212528,1.3909459966772102,1.470782613673275,2.4457071372135895,4.362093768246934,0.022078398164483915,0.14679311604343084,0.0561057104107592,0.8869904106455208,0.01610265817748322,0.6239753234493559,0.11820114515629962,0.255051705316242,0.2619638071519459,0.06956443722897412,0.026218470991220613,2015.5761904761903,4414.114285714285,452.4380952380952,9465.62380952381,525.9761904761905,8468.476190476189,203.68007009657327,21383.919047619045,4110.671428571428,5525.538095238095,1480.0142857142855,0.062477876106194694,2.6180053685731983,139.77411764705883,58.84520752692293,0.44166666666666665,232.08429619210284,0.5352112676056338,0.10483291072171973,3.987160224013113,0.09947984395318596,289.82753781325835,232.48204581203686,599.7369047744694,751.5826670028567,745.5068135412815,225.93059620520208,775.72403793,591.0441332399998,1436.4620150099997,1499.42609635,1545.338763239999,545.7956223099985,14.536118363794609,18.17073483932412,0.5657040210031781,65578.66366067146,112336.31870103489,43474.298848705235,15397.195116402287,25977.047257703452,30027.388935525498,1297.1761904761904,1576.0285714285715,70424.78095238094,48339.13333333333
1702344433,222.07146825396828,950.4892841938082,3.310000000000009,523.3895889499996,429.0038690999999,1033.26013015,1265.8526214499998,1258.0795865,395.6944685999998,5325.704761904762,1974.8999999999999,28587.15714285714,1966.8714285714284,1.9042433446489189,6.171159420289854,375.3481707317072,345.1516773733048,4.551388888888888,0,3.748717948717948,1.933555928804937,13.059882920110194,1.9137542087542085,1838.3565528422225,1943.3057615590117,1746.1895817716925,172.7246332126155,1382.4334762203646,530.1659918125232,1.9844220117920315,11.014444444444447,647.8300000000003,394.3408279800143,6.334999999999997,0,5.4219999999999935,2.6813207547169804,22.296809815950954,2.4051612903225736,163.54917696032282,568.8166806242906,1.9945086705202328,3501.9619047619044,2111.028571428571,452.247619047619,12423.147619047619,148.2380952380952,359229.68095238094,174.46046591363645,99830.78095238094,4028.4666666666662,1345.1238095238093,1117.3190476190475,0.3420182291666667,0.37176513671875,0.0894775390625,0.259490966796875,0.319305419921875,0.166534423828125,0.214752197265625,0.073089599609375,0.12131944444444444,0.0908203125,0.068878173828125,2.9838205026681504,15.799233833813103,1.5547494711242154,1.6449965067868142,2.726693246982968,4.863908181766268,0.025858550196810718,0.15852141525248137,0.0561057104107592,0.9028662910566251,0.017992321900863847,0.7288942008186318,0.13976209033712214,0.2698405987922668,0.27902713765515774,0.06598578334858454,0.026218470991220613,2015.5761904761903,4414.114285714285,452.4380952380952,9465.62380952381,525.9761904761905,8468.476190476189,203.68007009657327,21383.919047619045,4110.671428571428,5525.538095238095,1480.0142857142855,0.062477876106194694,2.6180053685731983,139.77411764705883,58.84520752692293,0.44166666666666665,232.08429619210284,0.5352112676056338,0.10483291072171973,3.987160224013113,0.09947984395318596,289.9006466885794,231.5947824788736,597.7289075444585,749.6990272499994,744.3223151908365,224.84688575323545,774.91469416,577.0632151400006,1422.7874486400008,1499.72741528,1538.8817474999998,521.0184316800021,14.536118363794609,18.17073483932412,0.5657040210031781,73210.73880999773,125219.98609001968,48594.00583845552,17220.927544461236,28960.190044001363,33481.17517678859,1297.1761904761904,1576.0285714285715,70424.78095238094,48339.13333333333
1702344448,223.46948809523815,957.544323883226,3.4091489361702116,531.4064302499991,436.7403542,1043.7081454499998,1280.95907535,1314.4147038499987,405.9613395,6190.833333333333,2218.1142857142854,33002.75238095238,2297.9047619047615,1.9049343110296364,6.214578005115088,389.28333333333325,349.2300620132681,4.28109243697479,0,3.788205128205126,1.9575218204488776,13.040401648688942,1.9132944606413993,2024.0689507723025,2141.102294274194,1914.6127684219687,189.1526344327578,1516.467067544827,583.6338752185497,1.9851420714940424,10.981598837209306,725.9900000000016,394.64555090856663,5.726249999999998,0,5.5,2.8469473684210582,22.236851851851846,2.378823529411771,171.22984794945492,586.2510195186178,1.9916221033868078,4085.723809523809,2445.785714285714,506.40952380952376,14452.557142857142,163.65714285714284,418041.3571428571,192.4904761904762,116299.59523809522,4688.57619047619,1556.0761904761903,1284.1999999999998,0.3418098958333333,0.37176513671875,0.08740234375,0.2579345703125,0.319305419921875,0.166534423828125,0.214752197265625,0.073638916015625,0.12099826388888889,0.0908203125,0.068878173828125,3.285274539702599,17.407335725806455,1.7047182617218988,1.80145366126436,2.9910593048221434,5.35443922218853,0.028410148300077823,0.15852141525248137,0.06176799590719322,0.9143290587879414,0.01802888316944909,0.7837273110560964,0.1432623528613126,0.2812084810172823,0.2895145940541418,0.0708123816070474,0.028668125226771618,2359.0095238095237,5135.147619047619,507.2380952380952,10988.609523809522,590.047619047619,9838.357142857141,227.55714285714285,24869.619047619046,4798.919047619047,6398.990476190475,1697.6285714285714,0.0552360774818402,2.5184166148930505,151.28601694915253,61.65269757465766,0.3935969868173258,242.6329736728528,0.5611814345991561,0.10052403588753508,3.9948465682829704,0.09714769839028524,293.4253521592019,235.33083366690818,603.4124639353275,756.149842455607,749.7266088885029,228.93530290360502,785.1617591999992,609.5637179599971,1448.6979394800003,1558.0546423000014,1558.6645153799996,583.14234375,15.480113636363637,18.8897551747571,0.5479063165365508,80607.04292707134,137961.44481580646,53280.47375107207,18858.855025147557,31768.299243940888,36858.2344568352,1506.0952380952378,1755.4999999999995,81854.82857142854,56464.49523809523
1702344463,223.46948809523815,957.544323883226,3.4091489361702116,525.8643088499998,434.4026240999999,1050.4683175,1267.8356764999999,1268.4958009000002,405.728901,6190.833333333333,2218.1142857142854,33002.75238095238,2297.9047619047615,1.9049343110296364,6.214578005115088,389.28333333333325,349.2300620132681,4.28109243697479,0,3.788205128205126,1.9575218204488776,13.040401648688942,1.9132944606413993,2215.4908752105644,2342.413251649568,2103.0445660146097,207.39182603317684,1664.5889942748088,638.1198511692932,1.9851420714940424,10.981598837209306,725.9900000000016,394.64555090856663,5.726249999999998,0,5.5,2.8469473684210582,22.236851851851846,2.378823529411771,171.22984794945492,586.2510195186178,1.9916221033868078,4085.723809523809,2445.785714285714,506.40952380952376,14452.557142857142,163.65714285714284,418041.3571428571,192.4904761904762,116299.59523809522,4688.57619047619,1556.0761904761903,1284.1999999999998,0.3418098958333333,0.371551513671875,0.08740234375,0.2579345703125,0.319305419921875,0.16552734375,0.2152099609375,0.073638916015625,0.12099826388888889,0.0904388427734375,0.070587158203125,3.5959555488803288,19.044010176012748,1.8724928175712117,1.9751602479350177,3.283213006459189,5.854310561186176,0.028410148300077823,0.17220339899074172,0.06176799590719322,0.9477024736297947,0.01831057346202226,0.8020543112585835,0.1612477488637117,0.30722076008562477,0.2895145940541418,0.06753584810705672,0.029664328084481485,2359.0095238095237,5135.147619047619,507.2380952380952,10988.609523809522,590.047619047619,9838.357142857141,227.55714285714285,24869.619047619046,4798.919047619047,6398.990476190475,1697.6285714285714,0.0552360774818402,2.5184166148930505,151.28601694915253,61.65269757465766,0.3935969868173258,242.6329736728528,0.5611814345991561,0.10052403588753508,3.9948465682829704,0.09714769839028524,289.9587162701231,233.16329364529648,597.1865168411854,744.2013603269633,739.0338131599432,227.76743870128942,779.1735357799996,611.3958919799998,1433.3953354799992,1524.850124000001,1546.5883916399991,582.5958391499998,15.480113636363637,18.8897551747571,0.5479063165365508,88232.27794465845,150934.60772885976,58523.98199622494,20677.3701518695,34871.26274297808,40298.80426007189,1506.0952380952378,1755.4999999999995,81854.82857142854,56464.49523809523
1702344478,222.6188768340288,935.0632712031418,3.2685714285714216,538.2652342,438.34334559999985,1101.0370203999998,1281.0443963,1300.5941078499968,409.35107105,7075.566666666666,2495.0380952380947,37550.78571428571,2624.9523809523807,1.9040355767954331,5.818827930174563,394.83888888888885,350.587158203125,3.7455555555555544,0,3.797808219178081,1.9329672336787493,13.076381498157996,1.9112919896640825,2387.3286233972276,2535.9909131778627,2263.042332632909,223.22885173829658,1796.2102538513514,691.1422597576079,1.984205495818399,11.276115702479336,698.4899999999998,394.8635253906251,5.010333333333332,0,5.47222222222222,2.6074573055028294,23.16967741935481,2.210645161290305,175.34106871255386,589.0204785471118,1.886006825938566,4690.35238095238,2788.885714285714,568.495238095238,16534.05238095238,177.88095238095235,478503.73809523805,212.4047619047619,131868.08095238093,5340.2,1755.338095238095,1443.7380952380952,0.3418098958333333,0.37188720703125,0.087677001953125,0.2579345703125,0.3193359375,0.16650390625,0.21319580078125,0.07464599609375,0.12125868055555555,0.0904388427734375,0.068206787109375,3.8748656314038734,20.617812302259047,2.0149551575368148,2.125989064174253,3.5428210135135134,6.340754676675302,0.03039667025206899,0.17002696386586155,0.0673356416965289,0.9477024736297947,0.018569416489305983,0.8579809565133543,0.16350465479646417,0.3110792760455169,0.3228629773232351,0.05084627134534959,0.032487553105925465,2711.7476190476186,5874.309523809523,567.7380952380952,12560.533333333333,648.0095238095238,11228.323809523808,254.35714285714283,28175.366666666665,5481.604761904761,7240.85238095238,1903.5142857142855,0.044382984327670225,4.308671686980824,155.33650190114068,63.12359583008461,0.3379549393414212,248.93180961001732,0.5511363636363636,0.099349953568112,4.028028747433265,0.08846443830108067,294.75057763293216,237.37730623123875,607.6932905955068,754.7728094615383,746.932657567136,231.239779799603,793.10621723,653.8358938,1492.62078279,1574.2708023999996,1554.307536469999,603.6225210900012,15.611340679522497,19.44593261526863,0.5197804473902238,95074.87499882746,163407.31836336292,62975.64746675465,22256.48094892713,37629.58855218469,43647.099703048916,1716.7238095238095,1962.6476190476187,93547.57619047619,64489.666666666664
